seller_city,period,sales,freight_value,total_sales,quantity,volume,baskets
rio verde,2018-04-01,3155.25,170.07,3325.32,8,24.95,2
rio verde,2018-05-01,344.75,161.75,506.5,4,2,4
rio verde,2018-06-01,489,141.87,630.87,5,5.45,4
rio verde,2018-07-01,289.75,38.94,328.69,1,0.55,1
robeirao preto,2017-12-01,31,11.85,42.85,1,0.7,1
robeirao preto,2018-04-01,29,18.23,47.23,1,0.45,1
rodeio,2017-01-01,199.8,57.78,257.58,2,13.2,1
rodeio,2017-03-01,157.7,38.06,195.76,3,2.183,3
rodeio,2017-09-01,687,42.65,729.65,1,3.525,1
rodeio,2017-10-01,687,27.18,714.18,1,3.525,1
rodeio,2017-11-01,1374,152.59,1526.59,2,7.05,2
rodeio,2018-02-01,135,31.6,166.6,1,3.5,1
rodeio,2018-03-01,415.8,82.63,498.43,4,6.35,4
rolandia,2016-09-01,349.98,44.52,394.5,2,2.1,2
rolandia,2016-12-01,1179.47,288.47,1467.94,8,44.65,8
rolandia,2017-01-01,2769.67,383.03,3152.7,15,30.57,14
rolandia,2017-02-01,189.9,49.85,239.75,1,30,1
rolandia,2017-03-01,2737.62,351.56,3089.18,11,66.6,11
rolandia,2017-04-01,1768.55,486.08,2254.63,10,61.25,10
rolandia,2017-05-01,1409.45,457.83,1867.28,10,43,9
rolandia,2017-06-01,1505.61,466.74,1972.35,12,54.926,11
rolandia,2017-07-01,2571.5,422.64,2994.14,14,89.25,14
rolandia,2017-08-01,489.87,123.58,613.45,4,14.5,4
rolandia,2017-09-01,95.97,87.4,183.37,3,2.25,2
rolandia,2017-10-01,761.77,203.96,965.73,5,30.1,5
rolandia,2017-11-01,289.88,153.86,443.74,3,31.5,3
rolandia,2017-12-01,619.77,256.19,875.96,5,54.55,5
rolandia,2018-01-01,3719.57,714.01,4433.58,34,114.1,32
rolandia,2018-02-01,1813.35,794.85,2608.2,11,94.05,11
rolandia,2018-03-01,1263.85,423.1,1686.95,7,53.15,7
rolandia,2018-04-01,2249.4,177.88,2427.28,10,57.8,7
rolandia,2018-05-01,1561.86,180.26,1742.12,7,25.75,7
rolandia,2018-06-01,1678.85,309.24,1988.09,7,46.85,7
rolandia,2018-07-01,814.79,178.73,993.52,5,24.9,5
rolante,2016-12-01,39.9,29.55,69.45,1,0.2,1
rolante,2017-02-01,64.8,28.74,93.54,2,0.4,2
rolante,2017-03-01,44.9,20.8,65.7,1,0.3,1
rolante,2017-05-01,194.6,92.91,287.51,4,1.2,3
ronda alta,2018-07-01,100.9,19.9,120.8,1,0.6,1
s jose do rio preto,2016-12-01,519.95,81,600.95,5,48.75,4
s jose do rio preto,2017-01-01,1975.81,687.55,2663.36,19,184.75,10
s jose do rio preto,2017-02-01,1351.63,401.6,1753.23,13,126.65,6
s jose do rio preto,2017-03-01,519.85,133.17,653.02,5,48.7,4
s jose do rio preto,2017-04-01,1663.52,516.01,2179.53,16,155.8,12
s jose do rio preto,2017-05-01,946.73,306.03,1252.76,9,87.6,6
s jose do rio preto,2017-06-01,1658.55,511.18,2169.73,15,146.15,13
s jose do rio preto,2017-07-01,597.99,186.17,784.16,5,48.75,5
s jose do rio preto,2017-09-01,109.97,34.04,144.01,1,9.75,1
s jose do rio preto,2017-10-01,1319.64,435.95,1755.59,12,116.5,3
s jose do rio preto,2017-11-01,219.94,106.74,326.68,2,19.4,2
s jose do rio preto,2017-12-01,329.91,140.78,470.69,3,29.2,3
s jose do rio preto,2018-01-01,219.94,79.27,299.21,2,19.4,2
s jose do rio preto,2018-02-01,439.88,164.72,604.6,4,38.95,3
s jose do rio preto,2018-03-01,109.97,24.63,134.6,1,9.7,1
sabara,2018-01-01,317.7,47.9,365.6,2,8.95,2
sabara,2018-03-01,395.6,41.76,437.36,1,8.6,1
sabara,2018-04-01,239.8,19.23,259.03,1,7.95,1
sabara,2018-05-01,239.8,47.2,287,2,7,1
sabara,2018-07-01,25,8.69,33.69,1,0.35,1
salto,2016-12-01,365.4,79.78,445.18,6,2.55,5
salto,2017-01-01,1470.9,392.94,1863.84,24,19.645,24
salto,2017-02-01,2226.6,520.2,2746.8,34,26.487,30
salto,2017-03-01,3448.2,661.71,4109.91,38,42.828,34
salto,2017-04-01,5818.7,1209.23,7027.93,73,92.583,62
salto,2017-05-01,3159.4,873.97,4033.37,56,52.481,52
salto,2017-06-01,5094.82,1068.18,6163,73,75.229,70
salto,2017-07-01,4432.28,778.35,5210.63,50,76.212,47
salto,2017-08-01,2349.71,431.89,2781.6,26,38.907,24
salto,2017-09-01,4122.35,657.37,4779.72,35,85.925,34
salto,2017-10-01,6843.27,1165.42,8008.69,55,158.8,47
salto,2017-11-01,2903.72,379.92,3283.64,20,45.4,18
salto,2017-12-01,7128.43,1084.29,8212.72,60,106.977,55
salto,2018-01-01,3974.04,718.44,4692.48,32,79.659,31
salto,2018-02-01,7140.51,1534.49,8675,79,202.354,67
salto,2018-03-01,16300.73,3188.48,19489.21,148,339.624,134
salto,2018-04-01,12778.39,2645.1,15423.49,154,274.838,140
salto,2018-05-01,12232.57,2369.61,14602.18,139,188.603,124
salto,2018-06-01,11453.81,2531.4,13985.21,118,163.667,111
salto,2018-07-01,13030.62,2201.57,15232.19,126,183.396,115
salvador,2016-12-01,2303.96,96.8,2400.76,4,2.11,4
salvador,2017-01-01,3085.77,418.99,3504.76,23,12.8,17
salvador,2017-02-01,789.95,91.9,881.85,5,2.443,4
salvador,2017-03-01,1079.94,107.56,1187.5,6,3,5
salvador,2017-04-01,1384.96,72.63,1457.59,4,1.707,4
salvador,2017-05-01,2124.92,168.14,2293.06,8,3.376,8
salvador,2017-06-01,852.96,84.96,937.92,4,1.369,4
salvador,2017-07-01,923.83,161.16,1084.99,7,5.65,7
salvador,2017-08-01,671.98,50,721.98,3,0.8,2
salvador,2017-09-01,3373,372.03,3745.03,17,11.9,14
salvador,2017-10-01,1645.78,262.09,1907.87,12,7.3,12
salvador,2017-11-01,512.98,199.55,712.53,8,5.183,8
salvador,2017-12-01,409.97,71.01,480.98,3,0.769,3
salvador,2018-01-01,395.99,66.81,462.8,3,1.771,3
salvador,2018-02-01,49.9,17.06,66.96,1,0.2,1
salvador,2018-03-01,149.7,51.83,201.53,3,0.6,2
salvador,2018-04-01,67,30.56,97.56,2,1.575,2
salvador,2018-05-01,368.99,43.62,412.61,3,1.259,3
salvador,2018-06-01,330.9,55.04,385.94,2,3.092,2
salvador,2018-07-01,120,14.32,134.32,1,1.075,1
sando andre,2018-06-01,427.79,47.38,475.17,3,1.624,3
sando andre,2018-07-01,1344.66,153.79,1498.45,12,7.224,11
santa barbara d oeste,2018-04-01,74.99,11.15,86.14,1,3.4,1
santa barbara d oeste,2018-05-01,149.98,61.68,211.66,2,6.8,2
santa barbara d oeste,2018-06-01,393.97,60.95,454.92,3,5.85,3
santa barbara d oeste,2018-07-01,236.97,42.7,279.67,3,5.675,3
santa barbara d'oeste,2016-12-01,623.83,161.81,785.64,8,11.908,8
santa barbara d'oeste,2017-01-01,1125.49,249.88,1375.37,15,29.517,14
santa barbara d'oeste,2017-02-01,1384.78,272.52,1657.3,13,43.967,12
santa barbara d'oeste,2017-03-01,149.89,31.96,181.85,2,1.75,2
santa barbara d'oeste,2017-04-01,241.87,57.54,299.41,4,5,4
santa barbara d'oeste,2017-05-01,629.67,124.6,754.27,6,4.15,6
santa barbara d'oeste,2017-06-01,714.45,149.5,863.95,10,14.55,8
santa barbara d'oeste,2017-07-01,878.43,171.86,1050.29,13,11.559,11
santa barbara d'oeste,2017-08-01,779.35,187.3,966.65,12,14.142,12
santa barbara d'oeste,2017-09-01,800.42,196.74,997.16,13,6.867,10
santa barbara d'oeste,2017-10-01,1198.61,311.34,1509.95,22,26.542,20
santa barbara d'oeste,2017-11-01,1246.83,239.73,1486.56,18,22.538,18
santa barbara d'oeste,2017-12-01,1858.09,367.13,2225.22,29,37.025,27
santa barbara d'oeste,2018-01-01,1713.67,317.79,2031.46,25,24.614,22
santa barbara d'oeste,2018-02-01,2565.43,457.45,3022.88,30,83.075,27
santa barbara d'oeste,2018-03-01,1908.59,384.73,2293.32,23,54.513,22
santa barbara d'oeste,2018-04-01,1542.84,276.41,1819.25,16,54.025,16
santa barbara d'oeste,2018-05-01,756.82,152.48,909.3,9,22.025,9
santa barbara d'oeste,2018-06-01,1346.55,239.55,1586.1,18,28.038,18
santa barbara d'oeste,2018-07-01,624.73,169.66,794.39,9,16.188,9
santa barbara d´oeste,2016-12-01,2446.9,105,2551.9,4,82.316,4
santa barbara d´oeste,2017-01-01,1518.49,250.24,1768.73,7,115.15,6
santa barbara d´oeste,2017-02-01,4437.71,1301.39,5739.1,31,542.4,28
santa barbara d´oeste,2017-03-01,5540.7,1195.4,6736.1,34,562.95,32
santa barbara d´oeste,2017-04-01,5853.9,1444.15,7298.05,43,684.25,40
santa barbara d´oeste,2017-05-01,5444.6,1424.71,6869.31,29,488.583,29
santa barbara d´oeste,2017-06-01,6636.52,1532.33,8168.85,31,479.5,26
santa barbara d´oeste,2017-07-01,5201.5,967.8,6169.3,21,304.25,19
santa barbara d´oeste,2017-08-01,6565.49,552.96,7118.45,14,175.279,14
santa barbara d´oeste,2017-09-01,4235.5,542.14,4777.64,13,159.567,13
santa barbara d´oeste,2017-10-01,5291.5,1012.65,6304.15,21,316.55,19
santa barbara d´oeste,2017-11-01,4657.6,435.88,5093.48,13,195.067,12
santa barbara d´oeste,2017-12-01,5079.2,548.23,5627.43,15,207.434,15
santa barbara d´oeste,2018-01-01,6497.5,268.33,6765.83,10,142.617,10
santa barbara d´oeste,2018-02-01,20058.1,952.86,21010.96,27,424.625,25
santa barbara d´oeste,2018-03-01,15793.92,604.48,16398.4,20,303.834,20
santa barbara d´oeste,2018-04-01,6159.7,400.74,6560.44,8,124.075,8
santa barbara d´oeste,2018-05-01,736.7,122.1,858.8,5,49.2,5
santa barbara d´oeste,2018-06-01,129.98,31.12,161.1,2,0.334,1
santa barbara d´oeste,2018-07-01,214.8,36.51,251.31,2,10.6,2
santa catarina,2018-05-01,80.9,16.76,97.66,1,0.95,1
santa cecilia,2017-10-01,537.76,100.82,638.58,2,24.2,1
santa cruz do sul,2017-01-01,159,23.4,182.4,1,2.2,1
santa cruz do sul,2017-02-01,30,17.78,47.78,1,0.4,1
santa cruz do sul,2017-06-01,199,24.26,223.26,1,3.5,1
santa maria,2018-06-01,49.9,18.45,68.35,1,0.35,1
santa maria,2018-07-01,1155.98,205.3,1361.28,3,21.25,2
santa maria da serra,2016-09-01,129.97,38.4,168.37,3,1.8,3
santa maria da serra,2017-01-01,34.99,11.74,46.73,1,0.7,1
santa rita do sapucai,2016-12-01,139.9,16.68,156.58,1,10.225,1
santa rita do sapucai,2017-01-01,215.8,40.17,255.97,2,0.4,2
santa rita do sapucai,2017-02-01,531.6,78.45,610.05,5,11.975,4
santa rita do sapucai,2017-03-01,359.9,50.17,410.07,3,13.775,2
santa rita do sapucai,2017-04-01,279.8,30.53,310.33,2,20.45,2
santa rita do sapucai,2017-05-01,1017.2,138.91,1156.11,8,71.975,8
santa rita do sapucai,2017-06-01,1299,152.15,1451.15,10,92.425,10
santa rita do sapucai,2017-07-01,349.6,124.94,474.54,4,13.825,4
santa rita do sapucai,2017-08-01,1005.3,117.34,1122.64,7,41.5,7
santa rita do sapucai,2017-09-01,919.3,162.4,1081.7,7,52.325,7
santa rita do sapucai,2017-10-01,476.2,109.91,586.11,6,22.775,6
santa rita do sapucai,2017-11-01,1046.3,146.99,1193.29,8,22.35,8
santa rita do sapucai,2017-12-01,826.5,103.96,930.46,6,21.75,6
santa rita do sapucai,2018-01-01,439.6,129.62,569.22,4,17.525,2
santa rita do sapucai,2018-02-01,639.5,90.71,730.21,5,31.275,5
santa rita do sapucai,2018-03-01,564.7,78.81,643.51,5,22.75,5
santa rita do sapucai,2018-04-01,393.1,60.36,453.46,4,30.875,4
santa rita do sapucai,2018-05-01,205.8,85.23,291.03,5,1.65,5
santa rita do sapucai,2018-06-01,553.5,185.37,738.87,7,21.7,7
santa rita do sapucai,2018-07-01,683.6,103.31,786.91,6,13.575,6
santa rosa,2018-05-01,139,27.05,166.05,1,14.15,1
santa rosa,2018-07-01,107,63.91,170.91,3,2.55,2
santa rosa de viterbo,2017-11-01,46,13.37,59.37,1,1.45,1
santa rosa de viterbo,2018-01-01,270,67.25,337.25,4,3.6,4
santa rosa de viterbo,2018-02-01,537,63.67,600.67,3,13.25,3
santa rosa de viterbo,2018-04-01,44,12.79,56.79,1,0.5,1
santa rosa de viterbo,2018-05-01,153,15.16,168.16,1,1.55,1
santa rosa de viterbo,2018-06-01,514,29.9,543.9,1,2.35,1
santa rosa de viterbo,2018-07-01,817,63.8,880.8,1,8.95,1
santa terezinha de goias,2017-12-01,175.62,83.82,259.44,5,8.993,2
santa terezinha de goias,2018-07-01,126.48,32,158.48,4,3.8,1
santa terezinha de itaipu,2017-02-01,149.9,27.31,177.21,1,0.9,1
santa terezinha de itaipu,2017-03-01,445.9,21.71,467.61,1,0.994,1
santa terezinha de itaipu,2017-05-01,102.7,38.83,141.53,2,2.8,2
santa terezinha de itaipu,2017-07-01,164.8,55.19,219.99,3,5.125,3
santa terezinha de itaipu,2017-09-01,307.6,72.81,380.41,5,1.8,5
santa terezinha de itaipu,2017-10-01,471.3,113.46,584.76,8,4.475,8
santa terezinha de itaipu,2017-11-01,501.12,125.03,626.15,9,3.8,9
santa terezinha de itaipu,2017-12-01,289.5,180.64,470.14,5,2.1,4
santa terezinha de itaipu,2018-01-01,59.9,23.29,83.19,1,1.9,1
santa terezinha de itaipu,2018-03-01,89,18.5,107.5,1,0.45,1
santa terezinha de itaipu,2018-07-01,134.8,34.11,168.91,2,1.6,2
santana de parnaiba,2017-01-01,351.8,70.45,422.25,2,18.266,2
santana de parnaiba,2017-02-01,79,14.72,93.72,1,0.6,1
santana de parnaiba,2017-04-01,59.9,11.03,70.93,1,1.3,1
santana de parnaiba,2017-05-01,79,7.81,86.81,1,0.6,1
santana de parnaiba,2017-08-01,205,66.18,271.18,5,0.5,4
santana de parnaiba,2017-09-01,148,49.77,197.77,4,0.7,4
santana de parnaiba,2017-10-01,343.99,85.83,429.82,8,0.75,6
santana de parnaiba,2017-11-01,5660.84,582.55,6243.39,46,16.65,44
santana de parnaiba,2017-12-01,6282.84,597.72,6880.56,52,14.2,41
santana de parnaiba,2018-01-01,130.99,26.17,157.16,2,0.2,2
santana de parnaiba,2018-02-01,1274.75,330.88,1605.63,28,5.65,22
santana de parnaiba,2018-03-01,549.99,63.29,613.28,4,1.2,4
santana de parnaiba,2018-04-01,1068.98,72.02,1141,5,2.775,5
santana de parnaiba,2018-05-01,139.99,23.48,163.47,1,0.825,1
santana de parnaiba,2018-06-01,138.99,24.23,163.22,2,0.55,2
santana de parnaiba,2018-07-01,3713.98,368.29,4082.27,7,17.579,6
santo andre,2016-09-01,161.99,32.86,194.85,1,2.05,1
santo andre,2016-12-01,826.57,221.26,1047.83,11,42.645,10
santo andre,2017-01-01,3839.27,858.26,4697.53,46,60.35,43
santo andre,2017-02-01,5831.41,1275.32,7106.73,76,116.498,66
santo andre,2017-03-01,5252.05,1268.43,6520.48,74,130.625,69
santo andre,2017-04-01,9103.16,1953.3,11056.46,129,174.745,118
santo andre,2017-05-01,8526.26,2077.28,10603.54,139,140.758,135
santo andre,2017-06-01,11111.92,2479.23,13591.15,171,195.306,162
santo andre,2017-07-01,11808.22,2840.85,14649.07,199,174.283,190
santo andre,2017-08-01,11567.47,2543,14110.47,167,97.714,159
santo andre,2017-09-01,14409.48,2825.57,17235.05,184,149.348,173
santo andre,2017-10-01,22763.07,4522.73,27285.8,296,265.018,276
santo andre,2017-11-01,18700.41,3623.31,22323.72,242,175.863,231
santo andre,2017-12-01,13755.74,2990,16745.74,192,170.302,174
santo andre,2018-01-01,11943.33,2506.08,14449.41,172,167.55,151
santo andre,2018-02-01,15221.72,3230.83,18452.55,208,240.776,184
santo andre,2018-03-01,16870.37,2793.28,19663.65,163,234.702,132
santo andre,2018-04-01,10270.38,2150.7,12421.08,133,216.801,114
santo andre,2018-05-01,6910.81,1730.39,8641.2,102,106.312,91
santo andre,2018-06-01,12051.85,2103.32,14155.17,113,171.73,90
santo andre,2018-07-01,17636.12,2223.18,19859.3,146,186.121,142
santo andre/sao paulo,2018-05-01,50.3,36.91,87.21,3,0.916,2
santo andre/sao paulo,2018-06-01,197.5,70.44,267.94,5,2.875,5
santo andre/sao paulo,2018-07-01,319.99,69.66,389.65,5,4.673,5
santo angelo,2016-09-01,89,32.01,121.01,1,0.3,1
santo angelo,2016-12-01,1338.6,80.19,1418.79,4,4.4,3
santo angelo,2017-01-01,1396.9,109.81,1506.71,4,5.6,4
santo angelo,2017-02-01,3537.6,225.78,3763.38,9,12.85,8
santo angelo,2017-03-01,328,20.89,348.89,1,1.5,1
santo angelo,2017-05-01,1725.4,166.1,1891.5,4,5.75,4
santo angelo,2017-06-01,1396.4,76.65,1473.05,3,5.2,2
santo angelo,2017-07-01,635,64.03,699.03,3,2.4,3
santo angelo,2017-08-01,709.7,68.42,778.12,4,2.55,4
santo angelo,2017-09-01,203.3,58.24,261.54,2,0.5,2
santo angelo,2017-10-01,1776.24,163.28,1939.52,5,7.092,5
santo angelo,2017-11-01,815.8,62.99,878.79,3,2.05,3
santo angelo,2017-12-01,1217.24,94.07,1311.31,4,4.092,4
santo angelo,2018-01-01,1260,60.57,1320.57,3,4.2,3
santo angelo,2018-03-01,1983.76,156.47,2140.23,4,5.65,4
santo angelo,2018-04-01,586.56,26.69,613.25,1,1.45,1
santo angelo,2018-05-01,581.04,85.27,666.31,2,1.7,2
santo angelo,2018-06-01,489.06,26.22,515.28,1,1.45,1
santo angelo,2018-07-01,1923.18,237.71,2160.89,4,5.65,4
santo antonio da patrulha,2016-09-01,376.8,37.99,414.79,2,2.95,2
santo antonio de padua,2017-04-01,286,31.5,317.5,2,3.5,2
santo antonio de padua,2017-07-01,114,18.05,132.05,1,1.15,1
santo antonio de padua,2017-09-01,216,27.11,243.11,2,2.5,2
santo antonio de padua,2017-10-01,298,18.4,316.4,1,2.3,1
santo antonio de padua,2017-11-01,540,84.48,624.48,3,5.85,3
santo antonio de padua,2017-12-01,118,18.08,136.08,1,1.167,1
santo antonio de padua,2018-01-01,130,14.5,144.5,1,1.15,1
santo antonio de padua,2018-02-01,296,76.27,372.27,2,3.567,2
santo antonio de padua,2018-03-01,198,14.38,212.38,1,2.3,1
santo antonio de padua,2018-05-01,159.9,27.2,187.1,1,2.3,1
santo antonio de padua,2018-07-01,220,16.46,236.46,1,1.25,1
santo antonio de posse,2017-05-01,530,80.82,610.82,2,23.5,2
santo antonio de posse,2017-06-01,324,127.38,451.38,2,32.3,2
santo antonio de posse,2017-08-01,265,44.05,309.05,1,11.75,1
santo antonio de posse,2017-10-01,427,188.19,615.19,2,27.9,2
santo antonio de posse,2017-11-01,125,53.47,178.47,1,12.45,1
santo antonio de posse,2017-12-01,66,23.46,89.46,2,2.9,1
santo antonio de posse,2018-02-01,132,57.76,189.76,4,5.8,1
santo antonio de posse,2018-03-01,162,88.7,250.7,1,16.15,1
santo antonio de posse,2018-05-01,653,170.68,823.68,2,26.9,2
santo antonio de posse,2018-07-01,970,177.47,1147.47,4,40.85,3
santos,2016-09-01,70,32.1,102.1,2,0.5,2
santos,2016-12-01,49,10.96,59.96,1,0.25,1
santos,2017-01-01,1128.7,239.75,1368.45,15,4.135,14
santos,2017-02-01,2191.36,441.53,2632.89,25,35.049,23
santos,2017-03-01,5681.7,551.46,6233.16,31,61.225,28
santos,2017-04-01,5265.52,925.42,6190.94,60,94.236,57
santos,2017-05-01,1745.4,426.46,2171.86,28,35.545,27
santos,2017-06-01,1680.52,515.43,2195.95,36,44.231,34
santos,2017-07-01,2111.14,600.21,2711.35,36,50.168,31
santos,2017-08-01,2577.35,461.82,3039.17,26,80.064,21
santos,2017-09-01,1222.46,306.1,1528.56,21,25.094,19
santos,2017-10-01,3760.77,544.45,4305.22,35,63.976,32
santos,2017-11-01,2174.29,414.51,2588.8,28,37.196,25
santos,2017-12-01,1912.34,394.23,2306.57,24,32.9,23
santos,2018-01-01,1602.8,293.93,1896.73,22,42.193,21
santos,2018-02-01,1789.91,378.29,2168.2,16,51.5,13
santos,2018-03-01,2580.2,532.47,3112.67,27,43.198,24
santos,2018-04-01,999.6,385.95,1385.55,21,16.693,17
santos,2018-05-01,1883.24,510.84,2394.08,25,47.34,24
santos,2018-06-01,2545.21,633.12,3178.33,40,53.36,36
santos,2018-07-01,2508.12,533.52,3041.64,43,33.425,41
sao  jose dos pinhais,2018-05-01,799,126.38,925.38,1,17.05,1
sao  jose dos pinhais,2018-07-01,799,158.42,957.42,1,17.05,1
sao  paulo,2017-10-01,1678,39.24,1717.24,2,0.69,2
sao  paulo,2017-11-01,404,25.39,429.39,2,1.1,2
sao  paulo,2017-12-01,1806.49,73.56,1880.05,3,1.09,3
sao  paulo,2018-01-01,410.7,56.71,467.41,4,2.8,4
sao  paulo,2018-02-01,3284.4,237.39,3521.79,13,6.551,12
sao  paulo,2018-03-01,689.65,156.84,846.49,8,11.25,7
sao  paulo,2018-04-01,643.69,63.75,707.44,6,2.8,6
sao  paulo,2018-05-01,702.8,73.69,776.49,5,4.313,5
sao  paulo,2018-06-01,325.85,43.28,369.13,3,3.367,3
sao  paulo,2018-07-01,363.84,88.71,452.55,6,6.528,6
sao bento,2018-05-01,174.6,127.36,301.96,4,6,3
sao bento,2018-06-01,125,61.16,186.16,1,4.55,1
sao bento,2018-07-01,298.8,178.07,476.87,4,7.65,4
sao bento do sul,2018-02-01,322.27,190.75,513.02,4,19.15,4
sao bento do sul,2018-03-01,109.99,40.84,150.83,1,5.9,1
sao bento do sul,2018-04-01,406.96,208.1,615.06,4,24.2,4
sao bento do sul,2018-05-01,189,96.12,285.12,1,8.85,1
sao bento do sul,2018-06-01,220.91,87.99,308.9,3,9.5,3
sao bento do sul,2018-07-01,951.97,177.28,1129.25,3,21.3,3
sao bernardo do campo,2016-12-01,89.9,11.24,101.14,1,0.6,1
sao bernardo do campo,2017-01-01,54.78,46.76,101.54,3,0.65,3
sao bernardo do campo,2017-02-01,1107.7,197.66,1305.36,14,8.308,13
sao bernardo do campo,2017-03-01,2500.01,371.12,2871.13,13,39.18,10
sao bernardo do campo,2017-04-01,812.54,221.07,1033.61,18,10.49,16
sao bernardo do campo,2017-05-01,3096.75,366.46,3463.21,19,37.686,17
sao bernardo do campo,2017-06-01,4278.52,377.65,4656.17,17,44.72,17
sao bernardo do campo,2017-07-01,3793.36,477.26,4270.62,28,34.47,27
sao bernardo do campo,2017-08-01,11601.48,996.51,12597.99,59,103.65,51
sao bernardo do campo,2017-09-01,8530.24,1079.7,9609.94,54,101.915,43
sao bernardo do campo,2017-10-01,12585.21,1259.94,13845.15,76,154.891,63
sao bernardo do campo,2017-11-01,4536.87,545.48,5082.35,35,43.554,28
sao bernardo do campo,2017-12-01,9102.42,1303.39,10405.81,57,119.807,55
sao bernardo do campo,2018-01-01,14349.46,1481.92,15831.38,86,155.399,82
sao bernardo do campo,2018-02-01,16288.18,1913.85,18202.03,118,140.911,109
sao bernardo do campo,2018-03-01,18167.13,1965.34,20132.47,102,160.853,94
sao bernardo do campo,2018-04-01,13705.7,1508.93,15214.63,91,110.043,84
sao bernardo do campo,2018-05-01,17591.29,2290.45,19881.74,107,247.958,99
sao bernardo do campo,2018-06-01,16070.14,2254.2,18324.34,107,162.843,88
sao bernardo do campo,2018-07-01,20957.23,2288.16,23245.39,119,156.581,113
sao bernardo do campo,2018-08-01,145,21.46,166.46,1,10.4,1
sao bernardo do capo,2017-08-01,186.69,32.06,218.75,2,2.9,2
sao caetano do sul,2016-09-01,179.9,16.37,196.27,1,5,1
sao caetano do sul,2016-12-01,119.9,29.03,148.93,1,17,1
sao caetano do sul,2017-01-01,61.89,25.48,87.37,2,0.314,2
sao caetano do sul,2017-02-01,346.63,205.8,552.43,10,1.114,5
sao caetano do sul,2017-03-01,1026.52,152.03,1178.55,8,6.856,8
sao caetano do sul,2017-04-01,561.19,119.44,680.63,8,3.478,8
sao caetano do sul,2017-05-01,208,63.71,271.71,6,1.752,6
sao caetano do sul,2017-06-01,328.6,47.1,375.7,4,1.988,4
sao caetano do sul,2017-08-01,438.52,45.8,484.32,3,3.284,3
sao caetano do sul,2017-09-01,176.97,34.2,211.17,2,3.897,2
sao caetano do sul,2017-10-01,690.79,122,812.79,8,6.243,8
sao caetano do sul,2017-11-01,80,70.11,150.11,4,0.7,4
sao caetano do sul,2017-12-01,420.8,89.14,509.94,7,1.75,6
sao caetano do sul,2018-01-01,556.8,56.81,613.61,5,5.7,5
sao caetano do sul,2018-02-01,3651.2,201.76,3852.96,9,9.605,9
sao caetano do sul,2018-03-01,6539.8,210.39,6750.19,9,9.603,9
sao caetano do sul,2018-04-01,8328.06,256.8,8584.86,12,19.394,11
sao caetano do sul,2018-05-01,18796.24,637.22,19433.46,26,45.68,23
sao caetano do sul,2018-06-01,3394.05,448.9,3842.95,23,54.088,20
sao caetano do sul,2018-07-01,9104.77,400.25,9505.02,21,40.02,19
sao carlos,2017-03-01,624.85,48.58,673.43,3,1.367,3
sao carlos,2017-04-01,1012.68,84.86,1097.54,5,2.768,5
sao carlos,2017-05-01,2059.56,108.15,2167.71,6,3.012,6
sao carlos,2017-06-01,306.98,59.97,366.95,4,6.27,3
sao carlos,2017-07-01,269.7,38.64,308.34,3,1.82,3
sao carlos,2017-08-01,731.8,69.32,801.12,4,3.345,4
sao carlos,2017-09-01,713.79,39.94,753.73,3,0.741,3
sao carlos,2017-10-01,525.59,61.45,587.04,4,2.604,3
sao carlos,2017-11-01,163.6,24.98,188.58,2,0.631,2
sao carlos,2017-12-01,1223.7,160.82,1384.52,10,8.275,10
sao carlos,2018-01-01,1165.49,142.73,1308.22,10,3.27,10
sao carlos,2018-02-01,680.05,227.9,907.95,15,17.242,13
sao carlos,2018-03-01,991.38,193.59,1184.97,12,40.223,12
sao carlos,2018-04-01,1308.63,350.25,1658.88,22,24.925,21
sao carlos,2018-05-01,826.59,303.53,1130.12,14,26.475,12
sao carlos,2018-06-01,3082.11,559.48,3641.59,28,41.977,27
sao carlos,2018-07-01,1308.46,419.84,1728.3,20,36.276,20
sao francisco do sul,2017-03-01,499,113.01,612.01,1,15.9,1
sao francisco do sul,2017-04-01,655,187.43,842.43,1,15.9,1
sao goncalo,2017-04-01,89.99,14.38,104.37,1,0.3,1
sao goncalo,2017-06-01,59.99,14.17,74.16,1,0.35,1
sao goncalo,2017-07-01,161.67,38.88,200.55,3,0.85,3
sao goncalo,2017-08-01,996.99,222.54,1219.53,13,4.4,11
sao goncalo,2017-09-01,1453.48,441.29,1894.77,23,7.9,14
sao goncalo,2017-10-01,1949.26,307.26,2256.52,22,8.69,18
sao goncalo,2017-11-01,2223.9,363.05,2586.95,25,9.583,25
sao goncalo,2017-12-01,3334.27,514.04,3848.31,32,15.092,30
sao goncalo,2018-01-01,5105.12,813.88,5919,53,30.815,47
sao goncalo,2018-02-01,4640.18,781.36,5421.54,47,17.65,44
sao goncalo,2018-03-01,4411.43,881.01,5292.44,46,18.918,40
sao goncalo,2018-04-01,5185.32,829.27,6014.59,45,19.219,43
sao goncalo,2018-05-01,3108.45,433.8,3542.25,25,12.54,21
sao goncalo,2018-06-01,2179.69,353.21,2532.9,18,6.05,16
sao goncalo,2018-07-01,2603.57,378.4,2981.97,22,10.513,20
sao joao da boa vista,2018-04-01,68,23.06,91.06,1,3.05,1
sao joao da boa vista,2018-07-01,219,45.33,264.33,1,6.7,1
sao joao de meriti,2017-10-01,99.35,14.45,113.8,1,0.3,1
